Title,URL,Listing Type,Base Price,Discount,Original Price,Monthly Rent,Service Charges,Utility Charges,Administrative Fee,Refundable Deposit,Raw Characteristics
"Recreational property to rent• 3 ložnice without real estateŘíčky v Orlických horách, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/701417-nabidka-pronajem-chaty-chalupy-ricky-v-orlickych-horach,Sale,,,,,,,,,"{""Name"": ""Roubenka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Říčky v Orlických horách"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""4 až 13 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateTěchonín - Celné, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/773750-nabidka-pronajem-chaty-chalupy-techonin-celne,Sale,,,,,,,,,"{""Name"": ""Pronájem chalupy"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Těchonín - Celné"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""4 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLitoměřice, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/699674-nabidka-pronajem-chaty-chalupy-litomerice,Sale,,,,,,,,,"{""Name"": ""Chata Nad vinicí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Litoměřice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateStaňkov, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/701813-nabidka-pronajem-chaty-chalupy-stankov,Sale,,,,,,,,,"{""Name"": ""Chata Včelín"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Staňkov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 7 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateStaré Hobzí - Vnorovice, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/774138-nabidka-pronajem-chaty-chalupy-stare-hobzi-vnorovice,Sale,,,,,,,,,"{""Name"": ""Mlýn u splavu Dyje"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Staré Hobzí - Vnorovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 23 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estatePastviny u Klášterce nad Orlicí, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/774116-nabidka-pronajem-chaty-chalupy-pastviny,Sale,,,,,,,,,"{""Name"": ""Pronájem chalupy Pastviny"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Pastviny"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateJetřichovice - Rynartice, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/899052-nabidka-pronajem-chaty-chalupy-jetrichovice-rynartice,Sale,,,,,,,,,"{""Name"": ""Chaloupka na vršku"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Jetřichovice - Rynartice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateÚjezd pod Troskami, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/675267-nabidka-pronajem-chaty-chalupy-ujezd-pod-troskami-seminova-lhota,Sale,,,,,,,,,"{""Name"": ""Chata k pronajmutí"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Újezd pod Troskami - Semínova Lhota"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 3 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateNový Přerov, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/774140-nabidka-pronajem-chaty-chalupy-novy-prerov,Sale,,,,,,,,,"{""Name"": ""Apartmán u vinice"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Nový Přerov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLoučná pod Klínovcem - Háj u Loučné pod Klínovcem, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/818282-nabidka-pronajem-chaty-chalupy-loucna-pod-klinovcem-haj,Sale,,,,,,,,,"{""Name"": ""Chata U Korešů"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Loučná pod Klínovcem - Háj"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateSvojanov, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/773833-nabidka-pronajem-chaty-chalupy-svojanov,Sale,,,,,,,,,"{""Name"": ""Ševcovský domek"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Svojanov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHlohovec, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/774141-nabidka-pronajem-chaty-chalupy-hlohovec,Sale,,,,,,,,,"{""Name"": ""Pronájem RD k rekreaci"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Hlohovec"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHorní Záblatí, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/774145-nabidka-pronajem-chaty-chalupy-zablati,Sale,,,,,,,,,"{""Name"": ""Rodinný dům"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Záblatí"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateRoudno, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/675198-nabidka-pronajem-chaty-chalupy-roudno,Sale,,,,,,,,,"{""Name"": ""Chata Harta"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Roudno"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateČeské Budějovice - České Budějovice 2, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/877431-nabidka-pronajem-chaty-chalupy-ceske-budejovice,Sale,,,,,,,,,"{""Name"": ""Wellness v zahradě"", ""Bedroom"": ""2 ložnice"", ""Town"": ""České Budějovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""6 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateKrálíky - Dolní Boříkovice, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/877232-nabidka-pronajem-chaty-chalupy-kraliky-dolni-borikovice,Sale,,,,,,,,,"{""Name"": ""Chalupa Bohumírka"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Králíky - Dolní Boříkovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 6 ložnic without real estateNový Hrozenkov, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/700953-nabidka-pronajem-chaty-chalupy-novy-hrozenkov,Sale,,,,,,,,,"{""Name"": ""Dřevěnice quot;U Rozárkyquot;"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Nový Hrozenkov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""6 až 21 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estatePísečné u Slavonic, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/774146-nabidka-pronajem-chaty-chalupy-pisecne,Sale,,,,,,,,,"{""Name"": ""Chalupa Kamila"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Písečné"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateLuhačovice - Řetechov, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/722935-nabidka-pronajem-chaty-chalupy-ludkovice-pradlisko,Sale,,,,,,,,,"{""Name"": ""Valašská chalupa Pradliska"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Ludkovice - Pradlisko"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateČervená Voda, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/726200-nabidka-pronajem-chaty-chalupy-cervena-voda,Sale,,,,,,,,,"{""Name"": ""Chalupa u  Dvou Aček"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Červená Voda"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateVlčnov, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/722936-nabidka-pronajem-chaty-chalupy-vlcnov,Sale,,,,,,,,,"{""Name"": ""Domek u Berušky"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Vlčnov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estatePecka - Kal, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/761527-nabidka-pronajem-chaty-chalupy-pecka,Sale,,,,,,,,,"{""Name"": ""Chalupa Kal"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Pecka"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""8 až 23 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateÚjezd pod Troskami, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/796032-nabidka-pronajem-chaty-chalupy-ujezd-pod-troskami-seminova-lhota,Sale,,,,,,,,,"{""Name"": ""Chata k pronajmutí"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Újezd pod Troskami - Semínova Lhota"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 3 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateJetřichovice - Jetřichovice u Děčína, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/901000-nabidka-pronajem-chaty-chalupy-jetrichovice,Sale,,,,,,,,,"{""Name"": ""Pronájem chaty"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Jetřichovice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 6 ložnic without real estateLoučná nad Desnou - Kouty nad Desnou, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/773983-nabidka-pronajem-chaty-chalupy-kouty-nad-desnou,Sale,,,,,,,,,"{""Name"": ""Chata"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Kouty nad Desnou"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""4 až 19 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateDolní Moravice, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/779590-nabidka-pronajem-chaty-chalupy-dolni-moravice,Sale,,,,,,,,,"{""Name"": ""Chalupa Jana"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Dolní Moravice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateKamenický Šenov, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/773741-nabidka-pronajem-chaty-chalupy-kamenicky-senov-piskovec,Sale,,,,,,,,,"{""Name"": ""Vilda"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Kamenický Šenov - Pískovec"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""6 až 13 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateHolín - Pařezská Lhota, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/773796-nabidka-pronajem-chaty-chalupy-jicin-parezska-lhota,Sale,,,,,,,,,"{""Name"": ""Chata  v Prachovských skalách"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Jičín - Pařezská Lhota"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateVlkov nad Lužnicí, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/773874-nabidka-pronajem-chaty-chalupy-vlkov-nad-luznici,Sale,,,,,,,,,"{""Name"": ""U Faflíka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Vlkov nad Lužnicí"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateTrojanovice, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/702618-nabidka-pronajem-chaty-chalupy-trojanovice,Sale,,,,,,,,,"{""Name"": ""Penzion Kreslířka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Trojanovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateKryštofovo Údolí, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/702933-nabidka-pronajem-chaty-chalupy-krystofovo-udoli,Sale,,,,,,,,,"{""Name"": ""Pod Ořešákem"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Kryštofovo Údolí"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateMalá Morávka, Moravskoslezský Region",https://www.bezrealitky.com/properties-flats-houses/702934-nabidka-pronajem-chaty-chalupy-mala-moravka,Sale,,,,,,,,,"{""Name"": ""Chalupa Malá Morávka 50"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Malá Morávka"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHorní Chřibská, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/715758-nabidka-pronajem-chaty-chalupy-horni-chribska,Sale,,,,,,,,,"{""Name"": ""Pohodové apartmány"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Horní Chřibská"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 18 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateKořenov - Polubný, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/774020-nabidka-pronajem-chaty-chalupy-korenov,Sale,,,,,,,,,"{""Name"": ""Chata Klesal"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Kořenov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 11 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateČeský Rudolec - Matějovec, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/774158-nabidka-pronajem-chaty-chalupy-cesky-rudolec-matejovec,Sale,,,,,,,,,"{""Name"": ""Chalupa Česká Kanada"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Český Rudolec - Matějovec"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 7 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateVěcov - Odranec, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/774131-nabidka-pronajem-chaty-chalupy-odranec,Sale,,,,,,,,,"{""Name"": ""Chalupa na Vysočině"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Odranec"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateStudená - Sumrakov, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/701082-nabidka-pronajem-chaty-chalupy-sumrakov,Sale,,,,,,,,,"{""Name"": ""Chalupa Viktoria"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Sumrakov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 11 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateDolní Morava, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/759157-nabidka-pronajem-chaty-chalupy-dolni-morava,Sale,,,,,,,,,"{""Name"": ""Samostatný domek Srdcovka ❤️"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Dolní Morava"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateÚjezd pod Troskami, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/701304-nabidka-pronajem-chaty-chalupy-ujezd-pod-troskami-seminova-lhota,Sale,,,,,,,,,"{""Name"": ""Chata k pronájmu"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Újezd pod Troskami - Semínova Lhota"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 2 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateNová Pec, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/774134-nabidka-pronajem-chaty-chalupy-nova-pec,Sale,,,,,,,,,"{""Name"": ""Chalupa u Jezerního potoka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Nová Pec"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateNové Hutě - Nové Hutě, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/870574-nabidka-pronajem-chaty-chalupy-nove-hute,Sale,,,,,,,,,"{""Name"": ""Nové Hutě 101"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Nové Hutě"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
